,Name_POI,Name_POI.1,Longitude,Latitude,Category,Checkin user number,Category_en
817,汉口春天, Hankou Spring,114.20103,30.596333,未知分类,296,Unknown classification
887,华中农业大学人文楼," Humanities Building, Huazhong Agricultural University",114.358261,30.471247,未知分类,271,Unknown classification
815,香榭琴台, Champs piano platform,114.249872,30.546508,未知分类,297,Unknown classification
1036,天外天高尔夫乡村俱乐部, Tianwaitian Golf and Country Club,114.118441,30.395214,未知分类,228,Unknown classification
1600,群光广场, Qunguang Plaza,114.347762,30.506126,未知分类,127,Unknown classification
831,美联?奥林匹克花园, Midland ? Olympic garden,114.23354,30.650403,未知分类,290,Unknown classification
1018,华师夺命坡, Chinese division fatal slope,114.36252,30.516273,未知分类,234,Unknown classification
869,檀树考场, Sandalwood examination room,113.982375,30.475878,未知分类,278,Unknown classification
1582,许留山, Xu Liushan,114.29,30.582401,未知分类,129,Unknown classification
852,竹叶山中环商贸城, Zhuyeshan Central Trade City,114.297929,30.657607,未知分类,283,Unknown classification
855,湖北大学3号体育馆, Hubei University 3 Gymnasium,114.334313,30.580516,未知分类,283,Unknown classification
851,武汉工程大学流芳校区一教," A teacher at Liufang Campus, Wuhan University of Technology",114.43428,30.457087,未知分类,283,Unknown classification
850,武汉大学南三区, South Third District of Wuhan University,114.369099,30.530102,未知分类,283,Unknown classification
1603,小肥羊, little sheep,114.29086,30.579022,未知分类,127,Unknown classification
859,新江大五号门, Gate 5 of Xinjiang University,114.155732,30.51912,未知分类,281,Unknown classification
1611,以琳批萨店, Elim's Pizza,114.319878,30.50462,未知分类,126,Unknown classification
812,秀玉红茶坊, Xiuyu Black Tea House,114.325334,30.504552,未知分类,298,Unknown classification
1612,金钱豹, Leopard,114.289997,30.5668,未知分类,126,Unknown classification
72,百步亭花园, Baibuting Garden,114.318326,30.646647,未知分类,2601,Unknown classification
1006,老五烧烤 司门口店, Laowu BBQ Simenkou Branch,114.299041,30.541011,未知分类,237,Unknown classification
1615,汉口火车站, Hankou Railway Station,114.28146,30.57814,未知分类,126,Unknown classification
89,花园道, garden road,114.265811,30.596285,未知分类,2223,Unknown classification
69,武商摩尔城, Wushang Moore City,114.271546,30.578736,未知分类,2633,Unknown classification
980,湖北大学3号教学楼, Hubei University 3 Teaching Building No.,114.332992,30.578525,未知分类,243,Unknown classification
1013,七里庙, Qili Temple,114.234245,30.55629,未知分类,235,Unknown classification
1596,武汉工程大学流芳校区三教," Three Teachings, Liufang Campus, Wuhan University of Technology",114.433854,30.462024,未知分类,127,Unknown classification
962,中南财经政法津发小区, Zhongnan Economic and Economic Law Jinfa Community,114.382222,30.46948,未知分类,248,Unknown classification
890,bobo_bakery, bobo_bakery,114.280738,30.581846,未知分类,271,Unknown classification
960,湖北中医药大学黄家湖校区人文楼," Humanities Building, Huangjiahu Campus, Hubei University of Traditional Chinese Medicine",114.265801,30.4538,未知分类,249,Unknown classification
190,汉街大戏台, Han Street Stage,114.339479,30.557494,未知分类,1312,Unknown classification
774,中百购物中心(吴家山), Zhongbai Shopping Center ( Wujiashan ),114.137367,30.620761,未知分类,315,Unknown classification
1065,湖北工业大学西区食堂, Canteen in the West District of Hubei University of Technology,114.312149,30.47739,未知分类,219,Unknown classification
1491,武广, Takehiro,114.273605,30.579701,未知分类,139,Unknown classification
946,湖北经济学院大学生活动中心, Hubei University of Economics Student Activity Center,114.43669,30.419303,未知分类,253,Unknown classification
945,禅石.鼎滋味焖锅箸意餐厅, Zen Stone . Dingzhiwei Braised Pot Chop Italian Restaurant,114.345439,30.588057,未知分类,254,Unknown classification
1490,大智路, Dazhi Road,114.295196,30.588084,未知分类,139,Unknown classification
1489,工大路, Gongdalu,114.345068,30.513516,未知分类,139,Unknown classification
769,循礼门饭店, Xunlimen Hotel,114.284508,30.58576,未知分类,317,Unknown classification
1645,东湖疑海沙滩浴场, East Lake Suspect Sea Beach Bathing,114.394531,30.566959,未知分类,123,Unknown classification
200,中南财经政法大学环湖公寓, Zhongnan University of Economics and Law Huanhu Apartment,114.381256,30.472531,未知分类,1256,Unknown classification
31,菱角湖万达广场, Water chestnut lake Wanda Plaza,114.269318,30.610132,未知分类,4807,Unknown classification
940,静安上城, Jing'an Shangcheng,114.320836,30.52378,未知分类,255,Unknown classification
915,星巴克(经济开发区万达店), Starbucks ( Economic Development Zone Wanda Store ),114.187609,30.526429,未知分类,263,Unknown classification
932,湖北省公安厅西院, Hubei Provincial Public Security Department West Court,114.329658,30.530506,未知分类,257,Unknown classification
931,武汉万达影城 菱角湖店, Wuhan Wanda Cinemas Lingjiao Lake Branch,114.263473,30.612439,未知分类,258,Unknown classification
1662,武汉关码头, Wuhan customs terminal,114.306452,30.562513,未知分类,122,Unknown classification
901,华中农业大学大学生活动中心,Huazhong Agricultural University Student Activity Center,114.365462,30.473467,未知分类,267,Unknown classification
810,武汉大学桂园, Guiyuan Garden of Wuhan University,114.359227,30.539636,未知分类,298,Unknown classification
777,武汉市硚口区常码头," Chang Wharf, Qiaokou District, Wuhan City",114.237736,30.607172,未知分类,313,Unknown classification
993,南湖大道, South Lake Avenue,114.344563,30.480043,未知分类,240,Unknown classification
1505,江岸区民政局婚姻登记处, Jiang'an District Civil Affairs Bureau Marriage Registration Office,114.300154,30.601243,未知分类,137,Unknown classification
1056,翠堤春晓, Cui Causeway Spring Dawn,114.197969,30.623798,未知分类,221,Unknown classification
1539,华中农业大学荟园十栋," Building 10, Huiyuan, Huazhong Agricultural University",114.364494,30.469891,未知分类,132,Unknown classification
180,武汉国际广场, Wuhan International Plaza,114.271865,30.579254,未知分类,1353,Unknown classification
951,鹿港小镇(汉街店), Lukang Town ( Han Street Store ),114.330934,30.559372,未知分类,252,Unknown classification
169,中南财经政法大学文泰楼," Wentai Building, Zhongnan University of Economics and Law",114.389687,30.472769,未知分类,1425,Unknown classification
897,大歌星KTV 菱角湖万达店, big singer KTV Water chestnut lake Wanda store,114.27071,30.612003,未知分类,269,Unknown classification
148,汉街星巴克,Han Street Starbucks,114.345702,30.551515,未知分类,1544,Unknown classification
166,黄陂广场, Huangpi Square,114.375146,30.879851,未知分类,1437,Unknown classification
1504,澜会所（澜酒水）, Lan Club (Lan Drinks),114.278494,30.593519,未知分类,137,Unknown classification
1520,湖北工业大学工1教学楼, Hubei University of Technology 1 teaching building,114.305706,30.480298,未知分类,135,Unknown classification
896,清江山水, Qingjiang landscape,114.401699,30.47594,未知分类,269,Unknown classification
1631,湖北第二师范学院图书馆, Hubei Second Normal University Library,114.445182,30.482955,未知分类,124,Unknown classification
1536,风华天城, Fenghua Tiancheng,114.321515,30.507648,未知分类,133,Unknown classification
1534,田师傅香辣虾, Master Tian's Spicy Shrimp,114.284075,30.587306,未知分类,134,Unknown classification
520,海滨城度假村, Beach City Resort,114.13694,30.48089,度假疗养场所,473,Vacation nursing place
497,光谷·坐标城, Optics Valley · Coordinate City,114.410461,30.479,度假疗养场所,490,Vacation nursing place
1297,武汉三角湖度假村,Wuhan Triangle Lake Resort,114.1742,30.51103,度假疗养场所,168,Vacation nursing place
504,张公山寨度假山庄, Zhanggong Shanzhai Resort,114.50189,30.58821,度假疗养场所,485,Vacation nursing place
1624,柏泉古井度假村, Boquan Ancient Well Resort,114.13713,30.74947,度假疗养场所,125,Vacation nursing place
1463,武汉木兰天池龙泉度假村, Wuhan Mulan Tianchi Longquan Resort,114.29109,31.17205,度假疗养场所,143,Vacation nursing place
1562,武汉木兰草原, Wuhan Mulan Grassland,114.46085,30.9555,度假疗养场所,131,Vacation nursing place
1002,阳逻山庄, Yangluo Villa,114.57566,30.70121,度假疗养场所,238,Vacation nursing place
1388,武汉市第一商业学校, Wuhan No. 1 Commercial School,114.27603,30.59092,职业技术学校,154,Vocational and technical school
1404,湖北青年职业学院(雄楚大道), Hubei Youth Vocational College ( Xiongchu Avenue ),114.37222,30.5059,职业技术学校,152,Vocational and technical school
585,湖北生态职业技术学院, Hubei Ecological Vocational and Technical College,114.3355,30.3435,职业技术学校,418,Vocational and technical school
1649,湖北省旅游学校, Hubei Provincial Tourism School,114.37377,30.50473,职业技术学校,122,Vocational and technical school
1217,武汉市体育舞蹈学校, Wuhan Sports Dance School,114.38357,30.68213,职业技术学校,183,Vocational and technical school
688,武汉铁路司机学校, Wuhan Railway Driver School,114.31038,30.4718,职业技术学校,354,Vocational and technical school
632,武汉信息职业学校, Wuhan Information Vocational School,114.37281,30.40411,职业技术学校,384,Vocational and technical school
1313,武汉外国语学校(东风大道), Wuhan Foreign Language School ( Dongfeng Avenue ),114.181,30.51708,职业技术学校,166,Vocational and technical school
1658,半秋山西餐厅(时尚广场店), Banqiu Mountain Western Restaurant ( Fashion Plaza Store ),114.292,30.5812,西餐厅,122,Western restaurant
699,必胜客(新佳丽店), Pizza Hut ( New Belle Store ),114.291491,30.578255,西餐厅,350,Western restaurant
809,半秋山西餐厅 大洋百货龙阳店, Banqiushan Western Restaurant Dayang Department Store Longyang Branch,114.209434,30.560489,西餐厅,299,Western restaurant
798,必胜客(奥特莱斯店), Pizza Hut ( Outlet store ),114.255,30.7319,西餐厅,304,Western restaurant
794,荷花亭 国广店, Lotus Pavilion Guoguang Store,114.27223,30.58162,西餐厅,307,Western restaurant
1670,必胜客(钟家村店), Pizza Hut ( Zhongjia Village Store ),114.266842,30.549642,西餐厅,121,Western restaurant
788,必胜客(大福源店), Pizza Hut ( Dafuyuan Store ),114.285835,30.584987,西餐厅,309,Western restaurant
749,必胜客 销品茂店, Pizza Hut Pinmao Store,114.34369,30.58938,西餐厅,328,Western restaurant
1486,豪客来 南湖都会店, Hawker Lai Nanhu Metropolis Store,114.31932,30.51053,西餐厅,140,Western restaurant
1074,琥珀餐厅 K11新食艺店, Amber Restaurant K11 new food shop,114.26382,30.57877,西餐厅,217,Western restaurant
1165,琥珀餐厅 解放东路店 Bernstein's Restaurant Lounge, Amber Restaurant Jiefang East Road Bernstein's Restaurant Lounge,114.31012,30.60785,西餐厅,194,Western restaurant
1236,香颂法式餐厅, Chanson French Restaurant,114.265642,30.579529,西餐厅,180,Western restaurant
1226,Teddy Kitchen 泰迪厨房(乐天城店), Teddy Kitchen Teddy Kitchen ( Lotte City Store ),114.358521,30.524773,西餐厅,182,Western restaurant
568,戈雅牛排法餐厅 青年路店,Goya Steak French Restaurant Qingnian Road Branch,114.26324,30.58913,西餐厅,434,Western restaurant
900,戈雅牛排法餐厅(武广工贸店), Goya's Steakhouse ( Wuguang Industry and Trade Store ),114.268569,30.581291,西餐厅,268,Western restaurant
1445,蓝色海岸西餐厅 中百仓储店, Blue Coast Western Restaurant Zhongbai Storage Store,114.2403,30.62615,西餐厅,146,Western restaurant
430,秀玉红茶坊(汉街店), Xiuyu Black Tea House ( Han Street Store ),114.34438,30.557185,西餐厅,585,Western restaurant
1182,法朵葡园餐厅 武汉天地店, Fado Grape Garden Restaurant Wuhan Tiandi,114.31092,30.60788,西餐厅,191,Western restaurant
460,绿茵阁西餐厅(汉口大洋店), Green Court Western Restaurant ( Hankou Dayang Store ),114.289848,30.57716,西餐厅,545,Western restaurant
1587,维多利亚咖啡语茶, Victoria Coffee Tea,114.37842,30.8737,西餐厅,128,Western restaurant
979,半秋山西餐厅(菱角湖万达店), Banqiu Mountain Western Restaurant ( Water chestnut lake Wanda store ),114.273301,30.60784,西餐厅,244,Western restaurant
881,豪客来(光谷店), Hawker ( Optics Valley Store ),114.40359,30.5064,西餐厅,276,Western restaurant
659,必胜客(中南店), Pizza Hut ( Zhongnan Store ),114.334242,30.538921,西餐厅,367,Western restaurant
